"FQDN","Old_IP","New_IP","Change_DateTime","Changed_By"
"dns59.abhinav.co.in","10.0.0.108","192.168.70.108","09-Jun-2026 00:03:12","Abhinav Shukla"
"dns60.abhinav.co.in","10.0.0.109","192.168.70.109","09-Jun-2026 00:03:12","Abhinav Shukla"
"dns61.abhinav.co.in","10.0.0.110","192.168.70.110","09-Jun-2026 00:03:13","Abhinav Shukla"
"dns62.abhinav.co.in","10.0.0.111","192.168.70.111","09-Jun-2026 00:03:13","Abhinav Shukla"
"dns63.abhinav.co.in","10.0.0.112","192.168.70.112","09-Jun-2026 00:03:13","Abhinav Shukla"
"dns64.abhinav.co.in","10.0.0.113","192.168.70.113","09-Jun-2026 00:03:14","Abhinav Shukla"
"dns65.abhinav.co.in","10.0.0.114","192.168.70.114","09-Jun-2026 00:03:15","Abhinav Shukla"
"dns66.abhinav.co.in","10.0.0.115","192.168.70.115","09-Jun-2026 00:03:15","Abhinav Shukla"
"dns67.abhinav.co.in","10.0.0.116","192.168.70.116","09-Jun-2026 00:03:15","Abhinav Shukla"
"dns68.abhinav.co.in","10.0.0.117","192.168.70.117","09-Jun-2026 00:03:16","Abhinav Shukla"
"dns69.abhinav.co.in","10.0.0.118","192.168.70.118","09-Jun-2026 00:03:16","Abhinav Shukla"
"dns70.abhinav.co.in","10.0.0.119","192.168.70.119","09-Jun-2026 00:03:17","Abhinav Shukla"
"dns71.abhinav.co.in","10.0.0.120","192.168.70.120","09-Jun-2026 00:03:18","Abhinav Shukla"
"dns72.abhinav.co.in","10.0.0.121","192.168.70.121","09-Jun-2026 00:03:18","Abhinav Shukla"
"dns73.abhinav.co.in","10.0.0.122","192.168.70.122","09-Jun-2026 00:03:19","Abhinav Shukla"
"dns74.abhinav.co.in","10.0.0.123","192.168.70.123","09-Jun-2026 00:03:19","Abhinav Shukla"
"dns75.abhinav.co.in","10.0.0.124","192.168.70.124","09-Jun-2026 00:03:20","Abhinav Shukla"
"dns76.abhinav.co.in","10.0.0.125","192.168.70.125","09-Jun-2026 00:03:20","Abhinav Shukla"
"dns77.abhinav.co.in","10.0.0.126","192.168.70.126","09-Jun-2026 00:03:20","Abhinav Shukla"
"dns78.abhinav.co.in","10.0.0.127","192.168.70.127","09-Jun-2026 00:03:21","Abhinav Shukla"
"dns79.abhinav.co.in","10.0.0.128","192.168.70.128","09-Jun-2026 00:03:22","Abhinav Shukla"
"dns80.abhinav.co.in","10.0.0.129","192.168.70.129","09-Jun-2026 00:03:22","Abhinav Shukla"
"dns81.abhinav.co.in","10.0.0.130","192.168.70.130","09-Jun-2026 00:03:23","Abhinav Shukla"
"dns82.abhinav.co.in","10.0.0.131","192.168.70.131","09-Jun-2026 00:03:23","Abhinav Shukla"
"dns83.abhinav.co.in","10.0.0.132","192.168.70.132","09-Jun-2026 00:03:24","Abhinav Shukla"
"dns84.abhinav.co.in","10.0.0.133","192.168.70.133","09-Jun-2026 00:03:24","Abhinav Shukla"
"dns85.abhinav.co.in","10.0.0.134","192.168.70.134","09-Jun-2026 00:03:25","Abhinav Shukla"
"dns86.abhinav.co.in","10.0.0.135","192.168.70.135","09-Jun-2026 00:03:25","Abhinav Shukla"
"dns87.abhinav.co.in","10.0.0.136","192.168.70.136","09-Jun-2026 00:03:26","Abhinav Shukla"
"dns88.abhinav.co.in","10.0.0.137","192.168.70.137","09-Jun-2026 00:03:26","Abhinav Shukla"
"dns89.abhinav.co.in","10.0.0.138","192.168.70.138","09-Jun-2026 00:03:27","Abhinav Shukla"
"dns90.abhinav.co.in","10.0.0.139","192.168.70.139","09-Jun-2026 00:03:27","Abhinav Shukla"
"dns91.abhinav.co.in","10.0.0.140","192.168.70.140","09-Jun-2026 00:03:28","Abhinav Shukla"
"dns92.abhinav.co.in","10.0.0.141","192.168.70.141","09-Jun-2026 00:03:28","Abhinav Shukla"
"dns93.abhinav.co.in","10.0.0.142","192.168.70.142","09-Jun-2026 00:03:28","Abhinav Shukla"
"dns94.abhinav.co.in","10.0.0.143","192.168.70.143","09-Jun-2026 00:03:29","Abhinav Shukla"
"dns95.abhinav.co.in","10.0.0.144","192.168.70.144","09-Jun-2026 00:03:29","Abhinav Shukla"
"dns96.abhinav.co.in","10.0.0.145","192.168.70.145","09-Jun-2026 00:03:30","Abhinav Shukla"
"dns97.abhinav.co.in","10.0.0.146","192.168.70.146","09-Jun-2026 00:03:30","Abhinav Shukla"
"dns98.abhinav.co.in","10.0.0.147","192.168.70.147","09-Jun-2026 00:03:31","Abhinav Shukla"
"dns99.abhinav.co.in","10.0.0.148","192.168.70.148","09-Jun-2026 00:03:32","Abhinav Shukla"
"dns100.abhinav.co.in","10.0.0.149","192.168.70.149","09-Jun-2026 00:03:32","Abhinav Shukla"
"dns101.abhinav.co.in","10.0.0.150","192.168.70.150","09-Jun-2026 00:03:33","Abhinav Shukla"
"dns102.abhinav.co.in","10.0.0.151","192.168.70.151","09-Jun-2026 00:03:33","Abhinav Shukla"
"dns103.abhinav.co.in","10.0.0.152","192.168.70.152","09-Jun-2026 00:03:34","Abhinav Shukla"
"dns104.abhinav.co.in","10.0.0.153","192.168.70.153","09-Jun-2026 00:03:34","Abhinav Shukla"
"dns105.abhinav.co.in","10.0.0.154","192.168.70.154","09-Jun-2026 00:03:35","Abhinav Shukla"
"dns106.abhinav.co.in","10.0.0.155","192.168.70.155","09-Jun-2026 00:03:35","Abhinav Shukla"
"dns107.abhinav.co.in","10.0.0.156","192.168.70.156","09-Jun-2026 00:03:36","Abhinav Shukla"
"dns108.abhinav.co.in","10.0.0.157","192.168.70.157","09-Jun-2026 00:03:36","Abhinav Shukla"
"dns109.abhinav.co.in","10.0.0.158","192.168.70.158","09-Jun-2026 00:03:37","Abhinav Shukla"
"dns110.abhinav.co.in","10.0.0.159","192.168.70.159","09-Jun-2026 00:03:37","Abhinav Shukla"
"dns111.abhinav.co.in","10.0.0.160","192.168.70.160","09-Jun-2026 00:03:37","Abhinav Shukla"
"dns2.abhinav.co.in","192.168.70.51","10.0.0.51","09-Jun-2026 00:08:47","Abhinav Shukla"
"dns3.abhinav.co.in","192.168.70.52","10.0.0.52","09-Jun-2026 00:08:48","Abhinav Shukla"
"dns4.abhinav.co.in","192.168.70.53","10.0.0.53","09-Jun-2026 00:08:48","Abhinav Shukla"
"dns5.abhinav.co.in","192.168.70.54","10.0.0.54","09-Jun-2026 00:08:48","Abhinav Shukla"
"dns6.abhinav.co.in","192.168.70.55","10.0.0.55","09-Jun-2026 00:08:48","Abhinav Shukla"
"dns7.abhinav.co.in","192.168.70.56","10.0.0.56","09-Jun-2026 00:08:49","Abhinav Shukla"
"dns8.abhinav.co.in","192.168.70.57","10.0.0.57","09-Jun-2026 00:08:49","Abhinav Shukla"
"dns9.abhinav.co.in","192.168.70.58","10.0.0.58","09-Jun-2026 00:08:50","Abhinav Shukla"
"dns10.abhinav.co.in","192.168.70.59","10.0.0.59","09-Jun-2026 00:08:50","Abhinav Shukla"
"dns11.abhinav.co.in","192.168.70.60","10.0.0.60","09-Jun-2026 00:08:51","Abhinav Shukla"
"dns12.abhinav.co.in","192.168.70.61","10.0.0.61","09-Jun-2026 00:08:51","Abhinav Shukla"
"dns13.abhinav.co.in","192.168.70.62","10.0.0.62","09-Jun-2026 00:08:52","Abhinav Shukla"
"dns14.abhinav.co.in","192.168.70.63","10.0.0.63","09-Jun-2026 00:08:52","Abhinav Shukla"
"dns15.abhinav.co.in","192.168.70.64","10.0.0.64","09-Jun-2026 00:08:53","Abhinav Shukla"
"dns16.abhinav.co.in","192.168.70.65","10.0.0.65","09-Jun-2026 00:08:53","Abhinav Shukla"
"dns17.abhinav.co.in","192.168.70.66","10.0.0.66","09-Jun-2026 00:08:54","Abhinav Shukla"
"dns18.abhinav.co.in","192.168.70.67","10.0.0.67","09-Jun-2026 00:08:54","Abhinav Shukla"
"dns19.abhinav.co.in","192.168.70.68","10.0.0.68","09-Jun-2026 00:08:54","Abhinav Shukla"
"dns20.abhinav.co.in","192.168.70.69","10.0.0.69","09-Jun-2026 00:08:55","Abhinav Shukla"
"dns21.abhinav.co.in","192.168.70.70","10.0.0.70","09-Jun-2026 00:08:55","Abhinav Shukla"
"dns22.abhinav.co.in","192.168.70.71","10.0.0.71","09-Jun-2026 00:08:56","Abhinav Shukla"
"dns23.abhinav.co.in","192.168.70.72","10.0.0.72","09-Jun-2026 00:08:56","Abhinav Shukla"
"dns24.abhinav.co.in","192.168.70.73","10.0.0.73","09-Jun-2026 00:08:56","Abhinav Shukla"
"dns25.abhinav.co.in","192.168.70.74","10.0.0.74","09-Jun-2026 00:08:57","Abhinav Shukla"
"dns26.abhinav.co.in","192.168.70.75","10.0.0.75","09-Jun-2026 00:08:57","Abhinav Shukla"
"dns27.abhinav.co.in","192.168.70.76","10.0.0.76","09-Jun-2026 00:08:58","Abhinav Shukla"
"dns28.abhinav.co.in","192.168.70.77","10.0.0.77","09-Jun-2026 00:08:58","Abhinav Shukla"
"dns29.abhinav.co.in","192.168.70.78","10.0.0.78","09-Jun-2026 00:08:59","Abhinav Shukla"
"dns30.abhinav.co.in","192.168.70.79","10.0.0.79","09-Jun-2026 00:08:59","Abhinav Shukla"
"dns31.abhinav.co.in","192.168.70.80","10.0.0.80","09-Jun-2026 00:08:59","Abhinav Shukla"
"dns32.abhinav.co.in","192.168.70.81","10.0.0.81","09-Jun-2026 00:08:59","Abhinav Shukla"
"dns33.abhinav.co.in","192.168.70.82","10.0.0.82","09-Jun-2026 00:09:00","Abhinav Shukla"
"dns34.abhinav.co.in","192.168.70.83","10.0.0.83","09-Jun-2026 00:09:00","Abhinav Shukla"
"dns35.abhinav.co.in","192.168.70.84","10.0.0.84","09-Jun-2026 00:09:00","Abhinav Shukla"
"dns36.abhinav.co.in","192.168.70.85","10.0.0.85","09-Jun-2026 00:09:01","Abhinav Shukla"
"dns37.abhinav.co.in","192.168.70.86","10.0.0.86","09-Jun-2026 00:09:01","Abhinav Shukla"
"dns38.abhinav.co.in","192.168.70.87","10.0.0.87","09-Jun-2026 00:09:02","Abhinav Shukla"
"dns39.abhinav.co.in","192.168.70.88","10.0.0.88","09-Jun-2026 00:09:02","Abhinav Shukla"
"dns40.abhinav.co.in","192.168.70.89","10.0.0.89","09-Jun-2026 00:09:02","Abhinav Shukla"
"dns41.abhinav.co.in","192.168.70.90","10.0.0.90","09-Jun-2026 00:09:03","Abhinav Shukla"
"dns42.abhinav.co.in","192.168.70.91","10.0.0.91","09-Jun-2026 00:09:03","Abhinav Shukla"
"dns43.abhinav.co.in","192.168.70.92","10.0.0.92","09-Jun-2026 00:09:03","Abhinav Shukla"
"dns44.abhinav.co.in","192.168.70.93","10.0.0.93","09-Jun-2026 00:09:04","Abhinav Shukla"
"dns45.abhinav.co.in","192.168.70.94","10.0.0.94","09-Jun-2026 00:09:04","Abhinav Shukla"
"dns46.abhinav.co.in","192.168.70.95","10.0.0.95","09-Jun-2026 00:09:04","Abhinav Shukla"
"dns47.abhinav.co.in","192.168.70.96","10.0.0.96","09-Jun-2026 00:09:05","Abhinav Shukla"
"dns48.abhinav.co.in","192.168.70.97","10.0.0.97","09-Jun-2026 00:09:05","Abhinav Shukla"
"dns49.abhinav.co.in","192.168.70.98","10.0.0.98","09-Jun-2026 00:09:05","Abhinav Shukla"
"dns50.abhinav.co.in","192.168.70.99","10.0.0.99","09-Jun-2026 00:09:06","Abhinav Shukla"
"dns51.abhinav.co.in","192.168.70.100","10.0.0.100","09-Jun-2026 00:09:07","Abhinav Shukla"
"dns52.abhinav.co.in","192.168.70.101","10.0.0.101","09-Jun-2026 00:09:07","Abhinav Shukla"
"dns53.abhinav.co.in","192.168.70.102","10.0.0.102","09-Jun-2026 00:09:08","Abhinav Shukla"
"dns54.abhinav.co.in","192.168.70.103","10.0.0.103","09-Jun-2026 00:09:08","Abhinav Shukla"
"dns55.abhinav.co.in","192.168.70.104","10.0.0.104","09-Jun-2026 00:09:08","Abhinav Shukla"
"dns56.abhinav.co.in","192.168.70.105","10.0.0.105","09-Jun-2026 00:09:08","Abhinav Shukla"
"dns57.abhinav.co.in","192.168.70.106","10.0.0.106","09-Jun-2026 00:09:09","Abhinav Shukla"
"dns58.abhinav.co.in","192.168.70.107","10.0.0.107","09-Jun-2026 00:09:09","Abhinav Shukla"
"dns59.abhinav.co.in","192.168.70.108","10.0.0.108","09-Jun-2026 00:09:10","Abhinav Shukla"
"dns60.abhinav.co.in","192.168.70.109","10.0.0.109","09-Jun-2026 00:09:10","Abhinav Shukla"
"dns61.abhinav.co.in","192.168.70.110","10.0.0.110","09-Jun-2026 00:09:10","Abhinav Shukla"
"dns62.abhinav.co.in","192.168.70.111","10.0.0.111","09-Jun-2026 00:09:11","Abhinav Shukla"
"dns63.abhinav.co.in","192.168.70.112","10.0.0.112","09-Jun-2026 00:09:12","Abhinav Shukla"
"dns64.abhinav.co.in","192.168.70.113","10.0.0.113","09-Jun-2026 00:09:12","Abhinav Shukla"
"dns65.abhinav.co.in","192.168.70.114","10.0.0.114","09-Jun-2026 00:09:12","Abhinav Shukla"
"dns66.abhinav.co.in","192.168.70.115","10.0.0.115","09-Jun-2026 00:09:13","Abhinav Shukla"
"dns67.abhinav.co.in","192.168.70.116","10.0.0.116","09-Jun-2026 00:09:13","Abhinav Shukla"
"dns68.abhinav.co.in","192.168.70.117","10.0.0.117","09-Jun-2026 00:09:14","Abhinav Shukla"
"dns69.abhinav.co.in","192.168.70.118","10.0.0.118","09-Jun-2026 00:09:15","Abhinav Shukla"
"dns70.abhinav.co.in","192.168.70.119","10.0.0.119","09-Jun-2026 00:09:15","Abhinav Shukla"
"dns71.abhinav.co.in","192.168.70.120","10.0.0.120","09-Jun-2026 00:09:15","Abhinav Shukla"
"dns72.abhinav.co.in","192.168.70.121","10.0.0.121","09-Jun-2026 00:09:15","Abhinav Shukla"
"dns73.abhinav.co.in","192.168.70.122","10.0.0.122","09-Jun-2026 00:09:16","Abhinav Shukla"
"dns74.abhinav.co.in","192.168.70.123","10.0.0.123","09-Jun-2026 00:09:16","Abhinav Shukla"
"dns75.abhinav.co.in","192.168.70.124","10.0.0.124","09-Jun-2026 00:09:17","Abhinav Shukla"
"dns76.abhinav.co.in","192.168.70.125","10.0.0.125","09-Jun-2026 00:09:17","Abhinav Shukla"
"dns77.abhinav.co.in","192.168.70.126","10.0.0.126","09-Jun-2026 00:09:17","Abhinav Shukla"
"dns78.abhinav.co.in","192.168.70.127","10.0.0.127","09-Jun-2026 00:09:18","Abhinav Shukla"
"dns79.abhinav.co.in","192.168.70.128","10.0.0.128","09-Jun-2026 00:09:18","Abhinav Shukla"
"dns80.abhinav.co.in","192.168.70.129","10.0.0.129","09-Jun-2026 00:09:19","Abhinav Shukla"
"dns81.abhinav.co.in","192.168.70.130","10.0.0.130","09-Jun-2026 00:09:19","Abhinav Shukla"
"dns82.abhinav.co.in","192.168.70.131","10.0.0.131","09-Jun-2026 00:09:20","Abhinav Shukla"
"dns83.abhinav.co.in","192.168.70.132","10.0.0.132","09-Jun-2026 00:09:20","Abhinav Shukla"
"dns84.abhinav.co.in","192.168.70.133","10.0.0.133","09-Jun-2026 00:09:20","Abhinav Shukla"
"dns85.abhinav.co.in","192.168.70.134","10.0.0.134","09-Jun-2026 00:09:21","Abhinav Shukla"
"dns86.abhinav.co.in","192.168.70.135","10.0.0.135","09-Jun-2026 00:09:21","Abhinav Shukla"
"dns87.abhinav.co.in","192.168.70.136","10.0.0.136","09-Jun-2026 00:09:21","Abhinav Shukla"
"dns88.abhinav.co.in","192.168.70.137","10.0.0.137","09-Jun-2026 00:09:22","Abhinav Shukla"
"dns89.abhinav.co.in","192.168.70.138","10.0.0.138","09-Jun-2026 00:09:22","Abhinav Shukla"
"dns90.abhinav.co.in","192.168.70.139","10.0.0.139","09-Jun-2026 00:09:22","Abhinav Shukla"
"dns91.abhinav.co.in","192.168.70.140","10.0.0.140","09-Jun-2026 00:09:23","Abhinav Shukla"
"dns92.abhinav.co.in","192.168.70.141","10.0.0.141","09-Jun-2026 00:09:23","Abhinav Shukla"
"dns93.abhinav.co.in","192.168.70.142","10.0.0.142","09-Jun-2026 00:09:23","Abhinav Shukla"
"dns94.abhinav.co.in","192.168.70.143","10.0.0.143","09-Jun-2026 00:09:24","Abhinav Shukla"
"dns95.abhinav.co.in","192.168.70.144","10.0.0.144","09-Jun-2026 00:09:24","Abhinav Shukla"
"dns96.abhinav.co.in","192.168.70.145","10.0.0.145","09-Jun-2026 00:09:24","Abhinav Shukla"
"dns97.abhinav.co.in","192.168.70.146","10.0.0.146","09-Jun-2026 00:09:25","Abhinav Shukla"
"dns98.abhinav.co.in","192.168.70.147","10.0.0.147","09-Jun-2026 00:09:25","Abhinav Shukla"
"dns99.abhinav.co.in","192.168.70.148","10.0.0.148","09-Jun-2026 00:09:25","Abhinav Shukla"
"dns100.abhinav.co.in","192.168.70.149","10.0.0.149","09-Jun-2026 00:09:26","Abhinav Shukla"
"dns101.abhinav.co.in","192.168.70.150","10.0.0.150","09-Jun-2026 00:09:26","Abhinav Shukla"
"dns102.abhinav.co.in","192.168.70.151","10.0.0.151","09-Jun-2026 00:09:26","Abhinav Shukla"
"dns103.abhinav.co.in","192.168.70.152","10.0.0.152","09-Jun-2026 00:09:27","Abhinav Shukla"
"dns104.abhinav.co.in","192.168.70.153","10.0.0.153","09-Jun-2026 00:09:27","Abhinav Shukla"
"dns105.abhinav.co.in","192.168.70.154","10.0.0.154","09-Jun-2026 00:09:27","Abhinav Shukla"
"dns106.abhinav.co.in","192.168.70.155","10.0.0.155","09-Jun-2026 00:09:28","Abhinav Shukla"
"dns107.abhinav.co.in","192.168.70.156","10.0.0.156","09-Jun-2026 00:09:28","Abhinav Shukla"
"dns108.abhinav.co.in","192.168.70.157","10.0.0.157","09-Jun-2026 00:09:28","Abhinav Shukla"
"dns109.abhinav.co.in","192.168.70.158","10.0.0.158","09-Jun-2026 00:09:29","Abhinav Shukla"
"dns110.abhinav.co.in","192.168.70.159","10.0.0.159","09-Jun-2026 00:09:30","Abhinav Shukla"
"dns111.abhinav.co.in","192.168.70.160","10.0.0.160","09-Jun-2026 00:09:30","Abhinav Shukla"
"dns2.abhinav.co.in","10.0.0.51","192.168.70.51","09-Jun-2026 00:14:09","Abhinav Shukla"
"dns3.abhinav.co.in","10.0.0.52","192.168.70.52","09-Jun-2026 00:14:09","Abhinav Shukla"
"dns4.abhinav.co.in","10.0.0.53","192.168.70.53","09-Jun-2026 00:14:10","Abhinav Shukla"
"dns5.abhinav.co.in","10.0.0.54","192.168.70.54","09-Jun-2026 00:14:10","Abhinav Shukla"
"dns6.abhinav.co.in","10.0.0.55","192.168.70.55","09-Jun-2026 00:14:11","Abhinav Shukla"
"dns7.abhinav.co.in","10.0.0.56","192.168.70.56","09-Jun-2026 00:14:11","Abhinav Shukla"
"dns8.abhinav.co.in","10.0.0.57","192.168.70.57","09-Jun-2026 00:14:11","Abhinav Shukla"
"dns9.abhinav.co.in","10.0.0.58","192.168.70.58","09-Jun-2026 00:14:12","Abhinav Shukla"
"dns10.abhinav.co.in","10.0.0.59","192.168.70.59","09-Jun-2026 00:14:12","Abhinav Shukla"
"dns11.abhinav.co.in","10.0.0.60","192.168.70.60","09-Jun-2026 00:14:13","Abhinav Shukla"
"dns12.abhinav.co.in","10.0.0.61","192.168.70.61","09-Jun-2026 00:14:13","Abhinav Shukla"
"dns13.abhinav.co.in","10.0.0.62","192.168.70.62","09-Jun-2026 00:14:14","Abhinav Shukla"
"dns14.abhinav.co.in","10.0.0.63","192.168.70.63","09-Jun-2026 00:14:14","Abhinav Shukla"
"dns15.abhinav.co.in","10.0.0.64","192.168.70.64","09-Jun-2026 00:14:15","Abhinav Shukla"
"dns16.abhinav.co.in","10.0.0.65","192.168.70.65","09-Jun-2026 00:14:15","Abhinav Shukla"
"dns17.abhinav.co.in","10.0.0.66","192.168.70.66","09-Jun-2026 00:14:15","Abhinav Shukla"
"dns18.abhinav.co.in","10.0.0.67","192.168.70.67","09-Jun-2026 00:14:16","Abhinav Shukla"
"dns19.abhinav.co.in","10.0.0.68","192.168.70.68","09-Jun-2026 00:14:16","Abhinav Shukla"
"dns20.abhinav.co.in","10.0.0.69","192.168.70.69","09-Jun-2026 00:14:17","Abhinav Shukla"
"dns21.abhinav.co.in","10.0.0.70","192.168.70.70","09-Jun-2026 00:14:18","Abhinav Shukla"
"dns22.abhinav.co.in","10.0.0.71","192.168.70.71","09-Jun-2026 00:14:18","Abhinav Shukla"
"dns23.abhinav.co.in","10.0.0.72","192.168.70.72","09-Jun-2026 00:14:19","Abhinav Shukla"
"dns24.abhinav.co.in","10.0.0.73","192.168.70.73","09-Jun-2026 00:14:19","Abhinav Shukla"
"dns25.abhinav.co.in","10.0.0.74","192.168.70.74","09-Jun-2026 00:14:20","Abhinav Shukla"
"dns26.abhinav.co.in","10.0.0.75","192.168.70.75","09-Jun-2026 00:14:20","Abhinav Shukla"
"dns27.abhinav.co.in","10.0.0.76","192.168.70.76","09-Jun-2026 00:14:20","Abhinav Shukla"
"dns28.abhinav.co.in","10.0.0.77","192.168.70.77","09-Jun-2026 00:14:20","Abhinav Shukla"
"dns29.abhinav.co.in","10.0.0.78","192.168.70.78","09-Jun-2026 00:14:21","Abhinav Shukla"
"dns30.abhinav.co.in","10.0.0.79","192.168.70.79","09-Jun-2026 00:14:21","Abhinav Shukla"
"dns31.abhinav.co.in","10.0.0.80","192.168.70.80","09-Jun-2026 00:14:22","Abhinav Shukla"
"dns32.abhinav.co.in","10.0.0.81","192.168.70.81","09-Jun-2026 00:14:22","Abhinav Shukla"
"dns33.abhinav.co.in","10.0.0.82","192.168.70.82","09-Jun-2026 00:14:23","Abhinav Shukla"
"dns34.abhinav.co.in","10.0.0.83","192.168.70.83","09-Jun-2026 00:14:23","Abhinav Shukla"
"dns35.abhinav.co.in","10.0.0.84","192.168.70.84","09-Jun-2026 00:14:23","Abhinav Shukla"
"dns36.abhinav.co.in","10.0.0.85","192.168.70.85","09-Jun-2026 00:14:23","Abhinav Shukla"
"dns37.abhinav.co.in","10.0.0.86","192.168.70.86","09-Jun-2026 00:14:24","Abhinav Shukla"
"dns38.abhinav.co.in","10.0.0.87","192.168.70.87","09-Jun-2026 00:14:24","Abhinav Shukla"
"dns39.abhinav.co.in","10.0.0.88","192.168.70.88","09-Jun-2026 00:14:25","Abhinav Shukla"
"dns40.abhinav.co.in","10.0.0.89","192.168.70.89","09-Jun-2026 00:14:25","Abhinav Shukla"
"dns41.abhinav.co.in","10.0.0.90","192.168.70.90","09-Jun-2026 00:14:26","Abhinav Shukla"
"dns42.abhinav.co.in","10.0.0.91","192.168.70.91","09-Jun-2026 00:14:26","Abhinav Shukla"
"dns43.abhinav.co.in","10.0.0.92","192.168.70.92","09-Jun-2026 00:14:26","Abhinav Shukla"
"dns44.abhinav.co.in","10.0.0.93","192.168.70.93","09-Jun-2026 00:14:27","Abhinav Shukla"
"dns45.abhinav.co.in","10.0.0.94","192.168.70.94","09-Jun-2026 00:14:27","Abhinav Shukla"
"dns46.abhinav.co.in","10.0.0.95","192.168.70.95","09-Jun-2026 00:14:28","Abhinav Shukla"
"dns47.abhinav.co.in","10.0.0.96","192.168.70.96","09-Jun-2026 00:14:29","Abhinav Shukla"
"dns48.abhinav.co.in","10.0.0.97","192.168.70.97","09-Jun-2026 00:14:29","Abhinav Shukla"
"dns49.abhinav.co.in","10.0.0.98","192.168.70.98","09-Jun-2026 00:14:30","Abhinav Shukla"
"dns50.abhinav.co.in","10.0.0.99","192.168.70.99","09-Jun-2026 00:14:30","Abhinav Shukla"
"dns51.abhinav.co.in","10.0.0.100","192.168.70.100","09-Jun-2026 00:14:31","Abhinav Shukla"
"dns52.abhinav.co.in","10.0.0.101","192.168.70.101","09-Jun-2026 00:14:31","Abhinav Shukla"
"dns53.abhinav.co.in","10.0.0.102","192.168.70.102","09-Jun-2026 00:14:31","Abhinav Shukla"
"dns54.abhinav.co.in","10.0.0.103","192.168.70.103","09-Jun-2026 00:14:31","Abhinav Shukla"
"dns55.abhinav.co.in","10.0.0.104","192.168.70.104","09-Jun-2026 00:14:32","Abhinav Shukla"
"dns56.abhinav.co.in","10.0.0.105","192.168.70.105","09-Jun-2026 00:14:32","Abhinav Shukla"
"dns57.abhinav.co.in","10.0.0.106","192.168.70.106","09-Jun-2026 00:14:33","Abhinav Shukla"
"dns58.abhinav.co.in","10.0.0.107","192.168.70.107","09-Jun-2026 00:14:33","Abhinav Shukla"
"dns59.abhinav.co.in","10.0.0.108","192.168.70.108","09-Jun-2026 00:14:34","Abhinav Shukla"
"dns60.abhinav.co.in","10.0.0.109","192.168.70.109","09-Jun-2026 00:14:34","Abhinav Shukla"
"dns61.abhinav.co.in","10.0.0.110","192.168.70.110","09-Jun-2026 00:14:34","Abhinav Shukla"
"dns62.abhinav.co.in","10.0.0.111","192.168.70.111","09-Jun-2026 00:14:34","Abhinav Shukla"
"dns63.abhinav.co.in","10.0.0.112","192.168.70.112","09-Jun-2026 00:14:35","Abhinav Shukla"
"dns64.abhinav.co.in","10.0.0.113","192.168.70.113","09-Jun-2026 00:14:35","Abhinav Shukla"
"dns65.abhinav.co.in","10.0.0.114","192.168.70.114","09-Jun-2026 00:14:36","Abhinav Shukla"
"dns66.abhinav.co.in","10.0.0.115","192.168.70.115","09-Jun-2026 00:14:36","Abhinav Shukla"
"dns67.abhinav.co.in","10.0.0.116","192.168.70.116","09-Jun-2026 00:14:37","Abhinav Shukla"
"dns68.abhinav.co.in","10.0.0.117","192.168.70.117","09-Jun-2026 00:14:37","Abhinav Shukla"
"dns69.abhinav.co.in","10.0.0.118","192.168.70.118","09-Jun-2026 00:14:37","Abhinav Shukla"
"dns70.abhinav.co.in","10.0.0.119","192.168.70.119","09-Jun-2026 00:14:37","Abhinav Shukla"
"dns71.abhinav.co.in","10.0.0.120","192.168.70.120","09-Jun-2026 00:14:38","Abhinav Shukla"
"dns72.abhinav.co.in","10.0.0.121","192.168.70.121","09-Jun-2026 00:14:38","Abhinav Shukla"
"dns73.abhinav.co.in","10.0.0.122","192.168.70.122","09-Jun-2026 00:14:39","Abhinav Shukla"
"dns74.abhinav.co.in","10.0.0.123","192.168.70.123","09-Jun-2026 00:14:39","Abhinav Shukla"
"dns75.abhinav.co.in","10.0.0.124","192.168.70.124","09-Jun-2026 00:14:39","Abhinav Shukla"
"dns76.abhinav.co.in","10.0.0.125","192.168.70.125","09-Jun-2026 00:14:40","Abhinav Shukla"
"dns77.abhinav.co.in","10.0.0.126","192.168.70.126","09-Jun-2026 00:14:40","Abhinav Shukla"
"dns78.abhinav.co.in","10.0.0.127","192.168.70.127","09-Jun-2026 00:14:41","Abhinav Shukla"
"dns79.abhinav.co.in","10.0.0.128","192.168.70.128","09-Jun-2026 00:14:41","Abhinav Shukla"
"dns80.abhinav.co.in","10.0.0.129","192.168.70.129","09-Jun-2026 00:14:41","Abhinav Shukla"
"dns81.abhinav.co.in","10.0.0.130","192.168.70.130","09-Jun-2026 00:14:42","Abhinav Shukla"
"dns82.abhinav.co.in","10.0.0.131","192.168.70.131","09-Jun-2026 00:14:42","Abhinav Shukla"
"dns83.abhinav.co.in","10.0.0.132","192.168.70.132","09-Jun-2026 00:14:43","Abhinav Shukla"
"dns84.abhinav.co.in","10.0.0.133","192.168.70.133","09-Jun-2026 00:14:43","Abhinav Shukla"
"dns85.abhinav.co.in","10.0.0.134","192.168.70.134","09-Jun-2026 00:14:44","Abhinav Shukla"
"dns86.abhinav.co.in","10.0.0.135","192.168.70.135","09-Jun-2026 00:14:44","Abhinav Shukla"
"dns87.abhinav.co.in","10.0.0.136","192.168.70.136","09-Jun-2026 00:14:44","Abhinav Shukla"
